ACA60977	ACA60977.VFG044024_gb_ACA60977_.Clostridium_septicum_str._NH2
AHA_1389	AHA_1389.VFG038722_gb_YP_855928_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1828	AHA_1828.VFG038373_gb_YP_856362_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1829	AHA_1829.VFG038374_gb_YP_856363_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1830	AHA_1830.VFG038375_gb_YP_856364_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1831	AHA_1831.VFG038376_gb_YP_856365_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1832	AHA_1832.VFG038378_gb_YP_856366_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1833	AHA_1833.VFG038380_gb_YP_856367_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1834	AHA_1834.VFG038381_gb_YP_856368_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1835	AHA_1835.VFG038383_gb_YP_856369_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1836	AHA_1836.VFG038385_gb_YP_856370_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1837	AHA_1837.VFG038387_gb_YP_856371_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1838	AHA_1838.VFG038389_gb_YP_856372_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1839	AHA_1839.VFG038391_gb_YP_856373_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1840	AHA_1840.VFG038393_gb_YP_856374_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1843	AHA_1843.VFG038399_gb_YP_856377_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1844	AHA_1844.VFG038401_gb_YP_856378_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_1846	AHA_1846.VFG038403_gb_YP_856380_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_3217	AHA_3217.VFG038908_gb_YP_857708_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
AHA_3493	AHA_3493.VFG038904_gb_YP_857967_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966
BAS3109	BAS3109.VFG016216_gb_YP_029366_.Bacillus_anthracis_str._Sterne
BPSL2786	BPSL2786.VFG002545_gb_YP_109381_.Burkholderia_pseudomallei_K96243
C2I	C2I.VFG002294_gb_BAA32536_.Clostridium_botulinum_C_str._203U28
C2II	C2II.VFG002295_gb_BAA32537_.Clostridium_botulinum_C_str._203U28
CBUA0020	CBUA0020.VFG046214_gb_NP_819037.1_.Coxiella_burnetii_RSA_493
CBUD_0461	CBUD_0461.VFG039514_gb_YP_001423879_.Coxiella_burnetii_Dugway_5J108_111
CBUD_0487	CBUD_0487.VFG046189_gb_YP_001423905.2_.Coxiella_burnetii_Dugway_5J108_111
